"","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"9500",2008,12,20,6,NA,1700,NA,1900,"AS",673,"N597AS",NA,180,NA,NA,NA,"DEN","SEA",1024,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9501",2008,12,20,6,NA,1700,NA,1908,"AS",330,"N769AS",NA,128,NA,NA,NA,"SEA","SJC",697,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9502",2008,12,20,6,NA,1700,NA,1911,"9E",5824,"",NA,131,NA,NA,NA,"CVG","BOS",752,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9503",2008,12,20,6,NA,1700,NA,1915,"OH",6617,"N554CA",NA,195,NA,NA,NA,"JFK","ORD",740,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9504",2008,12,20,6,NA,1700,NA,1937,"AS",474,"N792AS",NA,157,NA,NA,NA,"SEA","LAX",954,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9505",2008,12,20,6,NA,1701,NA,1851,"FL",652,"N996AT",NA,170,NA,NA,NA,"MCO","MKE",1066,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9506",2008,12,20,6,NA,1702,NA,2028,"OO",5882,"N982SW",NA,146,NA,NA,NA,"PDX","DEN",992,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9507",2008,12,20,6,NA,1703,NA,1827,"9E",2343,"",NA,84,NA,NA,NA,"PIT","DTW",201,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9508",2008,12,20,6,NA,1703,NA,1834,"OH",6694,"N642CA",NA,91,NA,NA,NA,"RIC","JFK",288,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9509",2008,12,20,6,NA,1705,NA,1807,"9E",2162,"",NA,62,NA,NA,NA,"RHI","MSP",190,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9510",2008,12,20,6,NA,1705,NA,1904,"NW",374,"N774NC",NA,119,NA,NA,NA,"DTW","BOS",632,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9511",2008,12,20,6,NA,1705,NA,1930,"B6",1424,"N228JB",NA,145,NA,NA,NA,"LGB","PDX",846,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9512",2008,12,20,6,NA,1705,NA,2015,"B6",456,"N608JB",NA,190,NA,NA,NA,"FLL","BOS",1237,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9513",2008,12,20,6,NA,1710,NA,1820,"MQ",4049,"N834MQ",NA,70,NA,NA,NA,"ORD","RST",268,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9514",2008,12,20,6,NA,1710,NA,1838,"OH",6776,"N590SW",NA,88,NA,NA,NA,"CAE","CVG",404,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9515",2008,12,20,6,NA,1710,NA,1925,"MQ",3916,"N831MQ",NA,75,NA,NA,NA,"ORD","CVG",264,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9516",2008,12,20,6,NA,1710,NA,1955,"AA",1219,"N3DJAA",NA,165,NA,NA,NA,"DCA","MIA",920,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9517",2008,12,20,6,NA,1711,NA,2038,"9E",2329,"",NA,147,NA,NA,NA,"SHV","DTW",886,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9518",2008,12,20,6,NA,1712,NA,1759,"OO",6159,"N941SW",NA,107,NA,NA,NA,"BOI","SFO",522,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9519",2008,12,20,6,NA,1712,NA,1845,"YV",7298,"N75991",NA,93,NA,NA,NA,"IAD","EWR",213,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9520",2008,12,20,6,NA,1715,NA,1840,"WN",1797,"N296WN",NA,85,NA,NA,NA,"PDX","SMF",479,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9521",2008,12,20,6,NA,1715,NA,1843,"OH",6488,"N589SW",NA,88,NA,NA,NA,"RIC","LGA",292,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9522",2008,12,20,6,NA,1715,NA,1855,"AA",772,"N4WSAA",NA,100,NA,NA,NA,"MSP","ORD",334,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9523",2008,12,20,6,NA,1715,NA,2011,"UA",364,"",NA,116,NA,NA,NA,"DEN","MSP",680,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9524",2008,12,20,6,NA,1715,NA,2308,"AS",26,"N512AS",NA,233,NA,NA,NA,"SEA","ORD",1721,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9525",2008,12,20,6,NA,1720,NA,1847,"OH",6391,"N669CA",NA,87,NA,NA,NA,"JFK","PHL",94,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9526",2008,12,20,6,NA,1720,NA,1854,"OH",6930,"N436CA",NA,94,NA,NA,NA,"BWI","BOS",370,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9527",2008,12,20,6,NA,1720,NA,1855,"WN",2857,"N499WN",NA,95,NA,NA,NA,"SMF","PDX",479,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9528",2008,12,20,6,NA,1720,NA,1859,"9E",2153,"",NA,99,NA,NA,NA,"MSP","MCI",393,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9529",2008,12,20,6,NA,1724,NA,1808,"9E",2429,"",NA,104,NA,NA,NA,"MSP","RAP",490,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9530",2008,12,20,6,NA,1725,NA,1911,"NW",595,"N340NW",NA,226,NA,NA,NA,"MSP","PDX",1426,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9531",2008,12,20,6,NA,1725,NA,1925,"OO",5740,"N234SW",NA,120,NA,NA,NA,"OTH","SFO",412,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9532",2008,12,20,6,NA,1725,NA,2021,"CO",319,"",NA,176,NA,NA,NA,"TPA","EWR",998,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9533",2008,12,20,6,NA,1726,NA,1855,"UA",1208,"",NA,89,NA,NA,NA,"MSP","ORD",334,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9534",2008,12,20,6,NA,1728,NA,2059,"OH",6614,"",NA,151,NA,NA,NA,"ORD","JFK",740,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9535",2008,12,20,6,NA,1729,NA,1912,"UA",651,"",NA,163,NA,NA,NA,"EWR","ORD",719,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9536",2008,12,20,6,NA,1729,NA,1940,"NW",1080,"N358NW",NA,191,NA,NA,NA,"PHL","MSP",980,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9537",2008,12,20,6,NA,1730,NA,1842,"YV",7267,"N75987",NA,72,NA,NA,NA,"CID","ORD",196,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9538",2008,12,20,6,NA,1730,NA,1850,"WN",3525,"N354SW",NA,80,NA,NA,NA,"PDX","RNO",444,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9539",2008,12,20,6,NA,1730,NA,1907,"XE",2266,"",NA,97,NA,NA,NA,"BUF","EWR",282,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9540",2008,12,20,6,NA,1730,NA,1919,"9E",2457,"",NA,109,NA,NA,NA,"ICT","MSP",545,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9541",2008,12,20,6,NA,1730,NA,2007,"AS",233,"N563AS",NA,157,NA,NA,NA,"SAN","PDX",933,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9542",2008,12,20,6,NA,1730,NA,2032,"NW",1000,"N777NC",NA,122,NA,NA,NA,"MSP","DTW",528,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9543",2008,12,20,6,NA,1732,NA,1837,"OO",5770,"N251YV",NA,65,NA,NA,NA,"MFR","PDX",222,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9544",2008,12,20,6,NA,1735,NA,1911,"OH",6630,"",NA,96,NA,NA,NA,"RDU","LGA",431,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9545",2008,12,20,6,NA,1735,NA,2001,"AS",612,"N303AS",NA,146,NA,NA,NA,"SEA","LAS",866,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9546",2008,12,20,6,NA,1738,NA,1931,"NW",1073,"N345NW",NA,173,NA,NA,NA,"BWI","MSP",936,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9547",2008,12,20,6,NA,1740,NA,1847,"XE",2531,"",NA,127,NA,NA,NA,"CLE","MSP",622,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9548",2008,12,20,6,NA,1740,NA,1857,"XE",1253,"",NA,77,NA,NA,NA,"BOS","EWR",200,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9549",2008,12,20,6,NA,1740,NA,1910,"WN",3827,"N396SW",NA,90,NA,NA,NA,"RNO","PDX",444,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9550",2008,12,20,6,NA,1740,NA,1935,"OH",6691,"N811CA",NA,115,NA,NA,NA,"LGA","GSO",461,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9551",2008,12,20,6,NA,1740,NA,1939,"AS",653,"N627AS",NA,179,NA,NA,NA,"PHX","PDX",1009,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9552",2008,12,20,6,NA,1740,NA,2020,"CO",604,"",NA,160,NA,NA,NA,"JAX","EWR",821,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9553",2008,12,20,6,NA,1743,NA,2017,"UA",371,"",NA,274,NA,NA,NA,"ORD","PDX",1739,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9554",2008,12,20,6,NA,1743,NA,2018,"UA",949,"",NA,275,NA,NA,NA,"ORD","SEA",1721,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9555",2008,12,20,6,NA,1745,NA,1840,"WN",872,"N457WN",NA,55,NA,NA,NA,"SEA","GEG",224,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9556",2008,12,20,6,NA,1745,NA,1945,"WN",1770,"N214WN",NA,60,NA,NA,NA,"PDX","BOI",344,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9557",2008,12,20,6,NA,1745,NA,1957,"9E",2110,"",NA,132,NA,NA,NA,"OKC","MSP",695,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9558",2008,12,20,6,NA,1745,NA,1959,"NW",1087,"N357NB",NA,194,NA,NA,NA,"EWR","MSP",1008,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9559",2008,12,20,6,NA,1745,NA,2000,"WN",1299,"N479WN",NA,75,NA,NA,NA,"SEA","BOI",399,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9560",2008,12,20,6,NA,1745,NA,2205,"AA",750,"",NA,200,NA,NA,NA,"DFW","LGA",1389,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9561",2008,12,20,6,NA,1747,NA,2050,"UA",917,"",NA,363,NA,NA,NA,"IAD","SEA",2306,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9562",2008,12,20,6,NA,1750,NA,1854,"OH",6797,"N409CA",NA,64,NA,NA,NA,"CRW","CVG",173,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9563",2008,12,20,6,NA,1750,NA,1945,"WN",150,"N324SW",NA,175,NA,NA,NA,"DEN","PDX",992,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9564",2008,12,20,6,NA,1750,NA,1949,"UA",407,"",NA,179,NA,NA,NA,"DEN","SEA",1024,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9565",2008,12,20,6,NA,1750,NA,2007,"OH",6698,"",NA,77,NA,NA,NA,"STL","CVG",307,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9566",2008,12,20,6,NA,1750,NA,2012,"9E",5867,"",NA,142,NA,NA,NA,"EWR","CVG",569,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9567",2008,12,20,6,NA,1750,NA,2255,"NW",168,"N343NW",NA,185,NA,NA,NA,"SEA","MSP",1399,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9568",2008,12,20,6,NA,1752,NA,2035,"B6",815,"N705JB",NA,163,NA,NA,NA,"IAD","FLL",901,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9569",2008,12,20,6,NA,1753,NA,1855,"OH",6364,"N409CA",NA,62,NA,NA,NA,"SBN","CVG",203,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9570",2008,12,20,6,NA,1755,NA,1810,"WN",1437,"N730SW",NA,75,NA,NA,NA,"BOI","PDX",344,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9571",2008,12,20,6,NA,1755,NA,1942,"US",92,"",NA,167,NA,NA,NA,"PHX","PDX",1009,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9572",2008,12,20,6,NA,1755,NA,1945,"F9",799,"",NA,170,NA,NA,NA,"DEN","PDX",992,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9573",2008,12,20,6,NA,1755,NA,1949,"NW",1711,"N370NW",NA,174,NA,NA,NA,"DCA","MSP",931,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9574",2008,12,20,6,NA,1755,NA,2105,"OH",6527,"N398CA",NA,130,NA,NA,NA,"AUS","ATL",813,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9575",2008,12,20,6,NA,1759,NA,1849,"YV",7086,"N75993",NA,50,NA,NA,NA,"ORD","MKE",67,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9576",2008,12,20,6,NA,1759,NA,1950,"OO",5886,"N719SK",NA,51,NA,NA,NA,"ORD","SBN",84,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9577",2008,12,20,6,NA,1759,NA,1951,"UA",745,"",NA,172,NA,NA,NA,"DEN","PDX",992,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9578",2008,12,20,6,NA,1759,NA,2039,"DL",1408,"N985DL",NA,160,NA,NA,NA,"MCO","BDL",1050,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9579",2008,12,20,6,NA,1800,NA,1910,"MQ",3984,"N520MQ",NA,130,NA,NA,NA,"DCA","ORD",612,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9580",2008,12,20,6,NA,1800,NA,1942,"OH",6609,"",NA,102,NA,NA,NA,"BOS","JFK",187,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9581",2008,12,20,6,NA,1800,NA,2025,"NW",373,"N759NW",NA,145,NA,NA,NA,"BOS","DTW",632,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9582",2008,12,20,6,NA,1800,NA,2025,"WN",1548,"N288WN",NA,145,NA,NA,NA,"LAS","PDX",762,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9583",2008,12,20,6,NA,1800,NA,2045,"AS",545,"N615AS",NA,165,NA,NA,NA,"LGB","SEA",965,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9584",2008,12,20,6,NA,1800,NA,2052,"AS",511,"N607AS",NA,172,NA,NA,NA,"SNA","SEA",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9585",2008,12,20,6,NA,1800,NA,2055,"UA",251,"",NA,355,NA,NA,NA,"IAD","PDX",2327,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9586",2008,12,20,6,NA,1800,NA,2110,"US",927,"",NA,370,NA,NA,NA,"PHL","PDX",2406,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9587",2008,12,20,6,NA,1800,NA,2118,"CO",1404,"",NA,138,NA,NA,NA,"DEN","IAH",861,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9588",2008,12,20,6,NA,1805,NA,1929,"OH",6704,"N374CA",NA,84,NA,NA,NA,"BWI","JFK",184,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9589",2008,12,20,6,NA,1805,NA,1941,"OO",5753,"N583SW",NA,96,NA,NA,NA,"LMT","SFO",315,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9590",2008,12,20,6,NA,1806,NA,1929,"OH",6786,"N676CA",NA,83,NA,NA,NA,"DCA","JFK",213,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9591",2008,12,20,6,NA,1812,NA,2030,"OO",6084,"N755SK",NA,138,NA,NA,NA,"PDX","LAX",834,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9592",2008,12,20,6,NA,1815,NA,1915,"MQ",4095,"N935MQ",NA,60,NA,NA,NA,"MKE","ORD",67,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9593",2008,12,20,6,NA,1815,NA,1935,"MQ",4421,"N819MQ",NA,80,NA,NA,NA,"JAX","MIA",334,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9594",2008,12,20,6,NA,1815,NA,2000,"WN",754,"N678AA",NA,105,NA,NA,NA,"PDX","OAK",543,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9595",2008,12,20,6,NA,1815,NA,2003,"AS",685,"N611AS",NA,168,NA,NA,NA,"DEN","PDX",992,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9596",2008,12,20,6,NA,1815,NA,2005,"OH",6422,"N653CA",NA,110,NA,NA,NA,"BWI","CVG",430,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9597",2008,12,20,6,NA,1815,NA,2102,"AS",129,"N577AS",NA,227,NA,NA,NA,"SEA","FAI",1533,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9598",2008,12,20,6,NA,1815,NA,2145,"AA",812,"N4XLAA",NA,150,NA,NA,NA,"STL","BOS",1046,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9599",2008,12,20,6,NA,1816,NA,2120,"CO",539,"",NA,184,NA,NA,NA,"MIA","EWR",1086,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9600",2008,12,20,6,NA,1820,NA,2101,"CO",553,"",NA,281,NA,NA,NA,"IAH","PDX",1825,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9601",2008,12,20,6,NA,1824,NA,1938,"OO",5961,"N944SW",NA,74,NA,NA,NA,"PIA","ORD",130,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9602",2008,12,20,6,NA,1824,NA,2045,"9E",2824,"",NA,141,NA,NA,NA,"BNA","MSP",695,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9603",2008,12,20,6,NA,1825,NA,1915,"MQ",4012,"N657MQ",NA,110,NA,NA,NA,"PIT","ORD",412,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9604",2008,12,20,6,NA,1825,NA,1942,"XE",3083,"",NA,77,NA,NA,NA,"BWI","EWR",169,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9605",2008,12,20,6,NA,1825,NA,2103,"DL",1804,"N923DL",NA,158,NA,NA,NA,"MCO","LGA",950,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9606",2008,12,20,6,NA,1825,NA,2114,"DL",1508,"N933DL",NA,169,NA,NA,NA,"TPA","LGA",1011,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9607",2008,12,20,6,NA,1825,NA,2116,"OH",6506,"N451CA",NA,111,NA,NA,NA,"MSP","CVG",596,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9608",2008,12,20,6,NA,1825,NA,5,"CO",529,"",NA,220,NA,NA,NA,"DEN","EWR",1605,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9609",2008,12,20,6,NA,1826,NA,1824,"OO",6194,"N710SK",NA,58,NA,NA,NA,"GRR","ORD",137,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9610",2008,12,20,6,NA,1827,NA,2030,"9E",2148,"",NA,123,NA,NA,NA,"TUL","MSP",616,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9611",2008,12,20,6,NA,1829,NA,1944,"DL",1396,"N929DL",NA,75,NA,NA,NA,"LGA","BOS",185,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9612",2008,12,20,6,NA,1830,NA,1930,"WN",2139,"N602SW",NA,60,NA,NA,NA,"PDX","GEG",279,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9613",2008,12,20,6,NA,1830,NA,1943,"DL",1364,"N908DL",NA,73,NA,NA,NA,"DCA","LGA",214,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9614",2008,12,20,6,NA,1830,NA,2023,"NW",1701,"N945N",NA,173,NA,NA,NA,"CLT","MSP",930,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9615",2008,12,20,6,NA,1830,NA,2114,"UA",1046,"",NA,164,NA,NA,NA,"SEA","LAX",954,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9616",2008,12,20,6,NA,1830,NA,2130,"AS",489,"N788AS",NA,180,NA,NA,NA,"SAN","SEA",1050,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9617",2008,12,20,6,NA,1830,NA,2254,"AS",104,"N323AS",NA,204,NA,NA,NA,"ANC","SEA",1449,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9618",2008,12,20,6,NA,1835,NA,1941,"9E",2493,"",NA,126,NA,NA,NA,"SDF","MSP",603,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9619",2008,12,20,6,NA,1835,NA,2021,"B6",1259,"N294JB",NA,106,NA,NA,NA,"BOS","IAD",413,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9620",2008,12,20,6,NA,1835,NA,2217,"AS",642,"N594AS",NA,162,NA,NA,NA,"SEA","PHX",1107,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9621",2008,12,20,6,NA,1840,NA,1930,"OO",5758,"N236SW",NA,50,NA,NA,NA,"SEA","PDX",129,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9622",2008,12,20,6,NA,1840,NA,2110,"AA",1223,"N4WWAA",NA,270,NA,NA,NA,"ORD","SEA",1721,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9623",2008,12,20,6,NA,1845,NA,2000,"MQ",4050,"N834MQ",NA,75,NA,NA,NA,"RST","ORD",268,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9624",2008,12,20,6,NA,1845,NA,2022,"B6",1294,"N206JB",NA,97,NA,NA,NA,"PIT","BOS",496,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9625",2008,12,20,6,NA,1845,NA,2050,"OO",5861,"N732SK",NA,65,NA,NA,NA,"ORD","DAY",240,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9626",2008,12,20,6,NA,1845,NA,2207,"B6",459,"N598JB",NA,202,NA,NA,NA,"BOS","FLL",1237,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9627",2008,12,20,6,NA,1848,NA,2107,"FL",333,"N295AT",NA,139,NA,NA,NA,"PHL","ATL",665,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9628",2008,12,20,6,NA,1848,NA,2122,"OO",6398,"N941SW",NA,94,NA,NA,NA,"SFO","BOI",522,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9629",2008,12,20,6,NA,1850,NA,2025,"AS",39,"N317AS",NA,215,NA,NA,NA,"MSP","SEA",1399,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9630",2008,12,20,6,NA,1850,NA,2030,"OH",6305,"",NA,100,NA,NA,NA,"PHL","BOS",280,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9631",2008,12,20,6,NA,1850,NA,2044,"OH",6725,"N920CA",NA,114,NA,NA,NA,"LGA","RDU",431,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9632",2008,12,20,6,NA,1854,NA,2040,"UA",278,"",NA,106,NA,NA,NA,"PDX","SFO",550,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9633",2008,12,20,6,NA,1855,NA,2026,"9E",2481,"",NA,151,NA,NA,NA,"PIT","MSP",726,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9634",2008,12,20,6,NA,1855,NA,2057,"OH",6762,"N958CA",NA,122,NA,NA,NA,"RDU","BOS",612,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9635",2008,12,20,6,NA,1855,NA,2113,"OH",6503,"N814CA",NA,198,NA,NA,NA,"JFK","STL",892,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9636",2008,12,20,6,NA,1855,NA,2117,"OH",6711,"",NA,142,NA,NA,NA,"BOS","RDU",612,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9637",2008,12,20,6,NA,1855,NA,2147,"B6",527,"N585JB",NA,172,NA,NA,NA,"EWR","MCO",938,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9638",2008,12,20,6,NA,1855,NA,2217,"9E",2900,"",NA,142,NA,NA,NA,"MSP","AVL",861,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9639",2008,12,20,6,NA,1855,NA,2230,"AA",223,"N5FHAA",NA,395,NA,NA,NA,"BOS","LAX",2611,NA,NA,1,"A",0,NA,NA,NA,NA,NA
"9640",2008,12,20,6,NA,1858,NA,2005,"NW",1495,"N769NC",NA,127,NA,NA,NA,"CMH","MSP",627,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9641",2008,12,20,6,NA,1858,NA,2215,"NW",1077,"N370NW",NA,137,NA,NA,NA,"MSP","DCA",931,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9642",2008,12,20,6,NA,1900,NA,2109,"UA",1299,"",NA,129,NA,NA,NA,"SFO","SEA",679,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9643",2008,12,20,6,NA,1900,NA,2128,"DL",940,"N304DQ",NA,328,NA,NA,NA,"ATL","PDX",2172,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9644",2008,12,20,6,NA,1900,NA,2136,"AS",516,"N648AS",NA,156,NA,NA,NA,"SEA","SNA",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9645",2008,12,20,6,NA,1900,NA,2141,"AS",478,"N788AS",NA,161,NA,NA,NA,"SEA","LAX",954,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9646",2008,12,20,6,NA,1900,NA,2141,"AS",492,"N793AS",NA,161,NA,NA,NA,"SEA","SAN",1050,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9647",2008,12,20,6,NA,1900,NA,2246,"NW",386,"N516US",NA,166,NA,NA,NA,"MSP","BOS",1124,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9648",2008,12,20,6,NA,1905,NA,2002,"NW",499,"N775NC",NA,117,NA,NA,NA,"IND","MSP",503,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9649",2008,12,20,6,NA,1905,NA,2045,"MQ",4428,"N502MQ",NA,100,NA,NA,NA,"MCI","ORD",403,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"9650",2008,12,20,6,NA,1905,NA,2115,"WN",1183,"N611SW",NA,130,NA,NA,NA,"SEA","OAK",671,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9651",2008,12,20,6,NA,1907,NA,2036,"XE",2590,"",NA,89,NA,NA,NA,"IAH","PNS",489,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"9652",2008,12,20,6,NA,1908,NA,2025,"OH",6375,"",NA,77,NA,NA,NA,"DTW","CVG",229,NA,NA,1,"B",0,NA,NA,NA,NA,NA
