Order ID,Status,Fulfilment,Sales Channel,ship-service-level,Qty,Amount,ship-city,ship-state,ship-postal-code,B2B,Date,Month,Year,Month-Year,Week,WeekTotal,Surge Status,Category
407-7512625-8899564,Shipped,Amazon,Amazon.in,Expedited,1,459,CHIDAMBARAM,TAMIL NADU,608401,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-7859788-1059527,Shipped,Amazon,Amazon.in,Expedited,1,709,TAPAN,WEST BENGAL,733127,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-4923660-9301912,Shipped,Amazon,Amazon.in,Expedited,1,432,KOLKATA,WEST BENGAL,700083,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-9292138-9394743,Shipped,Amazon,Amazon.in,Expedited,1,749,CHITTOOR,ANDHRA PRADESH,517643,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-6586237-9045128,Shipped,Amazon,Amazon.in,Expedited,1,459,VIJAYAWADA,ANDHRA PRADESH,520012,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-5740849-0707532,Shipped,Amazon,Amazon.in,Expedited,1,301,Dabolim,Goa,403711,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-0804517-3882761,Shipped,Amazon,Amazon.in,Expedited,1,459,POTHREDDIPALLE,TELANGANA,502295,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-8272475-9963564,Shipped,Amazon,Amazon.in,Expedited,1,469,NOIDA,UTTAR PRADESH,201304,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-4887887-0271526,Shipped,Amazon,Amazon.in,Expedited,1,449,Dist. - N 24 Parganas,WEST BENGAL,743290,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-5976571-6232343,Shipped,Amazon,Amazon.in,Expedited,1,301,SILIGURI,WEST BENGAL,734001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-2355796-4233924,Shipped,Amazon,Amazon.in,Expedited,1,469,MYSORE,KARNATAKA,570010,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-4509384-3392308,Shipped,Amazon,Amazon.in,Expedited,1,353,MANGALURU,KARNATAKA,575008,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
404-4647575-9473917,Shipped,Amazon,Amazon.in,Expedited,1,544,SECUNDERABAD,TELANGANA,500003,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-2952697-4045932,Shipped,Amazon,Amazon.in,Expedited,1,852,RAMPACHODAVARAM.EAST GODAVARI DIST,ANDHRA PRADESH,533288,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-8384305-2450746,Shipped,Amazon,Amazon.in,Expedited,1,575,PADAPPAI,TAMIL NADU,601301,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-5143521-0673903,Shipped,Amazon,Amazon.in,Expedited,1,582,PERAMBALUR,TAMIL NADU,621212,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-8448575-0617148,Shipped,Amazon,Amazon.in,Expedited,1,379,FARIDABAD,HARYANA,121004,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
404-1867849-0853104,Shipped,Amazon,Amazon.in,Expedited,1,471,BHUBANESWAR,ODISHA,751003,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-3259149-7981932,Shipped,Amazon,Amazon.in,Expedited,1,449,UNNAO,UTTAR PRADESH,209801,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-2541405-5917122,Shipped,Amazon,Amazon.in,Expedited,1,487,PAONTA SAHIB,HIMACHAL PRADESH,173025,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-2541405-5917122,Shipped,Amazon,Amazon.in,Expedited,1,449,PAONTA SAHIB,HIMACHAL PRADESH,173025,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-0594427-7115555,Shipped,Amazon,Amazon.in,Expedited,1,544,Manipal,KARNATAKA,576104,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-0594427-7115555,Shipped,Amazon,Amazon.in,Expedited,1,544,Manipal,KARNATAKA,576104,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-0234821-3856316,Shipped,Amazon,Amazon.in,Expedited,1,523,JAMNAGAR,Gujarat,361008,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-1758150-7726747,Shipped,Amazon,Amazon.in,Expedited,1,888,VISAKHAPATNAM,ANDHRA PRADESH,530002,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-9745047-2053962,Shipped,Amazon,Amazon.in,Expedited,1,0,JAIPUR,RAJASTHAN,302012,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-5781632-0473104,Shipped,Amazon,Amazon.in,Expedited,1,345,DOWLESWARAM,ANDHRA PRADESH,533125,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-5521221-7597916,Shipped,Amazon,Amazon.in,Expedited,1,798,PRODDATUR,ANDHRA PRADESH,516360,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-3154919-9053158,Shipped,Amazon,Amazon.in,Expedited,1,459,CHAGALLU,ANDHRA PRADESH,534342,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-4426765-3566708,Shipped,Amazon,Amazon.in,Expedited,1,368,bangalore,KARNATAKA,560035,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-7127983-8494759,Shipped,Amazon,Amazon.in,Expedited,1,517,NOIDA,UTTAR PRADESH,201301,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-2311879-1539502,Shipped,Amazon,Amazon.in,Expedited,1,811,AGARTALA,TRIPURA,799003,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-9316639-1398715,Shipped,Amazon,Amazon.in,Expedited,1,635,SECUNDERABAD,TELANGANA,500010,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-9316639-1398715,Shipped,Amazon,Amazon.in,Expedited,1,459,SECUNDERABAD,TELANGANA,500010,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-3821977-5374743,Shipped,Amazon,Amazon.in,Expedited,1,499,bangalore,KARNATAKA,560018,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-7569999-0199552,Shipped,Amazon,Amazon.in,Expedited,1,925,PALWAL,HARYANA,121102,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-0846566-0317140,Shipped,Amazon,Amazon.in,Expedited,1,574,Ahmedabad,Gujarat,380058,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-4933534-3585164,Shipped,Amazon,Amazon.in,Expedited,1,568,BIJNOR,UTTAR PRADESH,246701,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-8424782-2014754,Shipped,Amazon,Amazon.in,Expedited,1,459,VIRUDHUNAGAR,TAMIL NADU,626001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-5443378-2565955,Shipped,Amazon,Amazon.in,Expedited,1,517,COIMBATORE,TAMIL NADU,641023,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-9703103-6073918,Shipped,Amazon,Amazon.in,Expedited,1,301,JODA,ODISHA,758034,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-9159899-1569145,Shipped,Amazon,Amazon.in,Expedited,1,355,RAMAGUNDAM,TELANGANA,505209,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-6528373-3085116,Shipped,Amazon,Amazon.in,Expedited,1,736,BURDWAN,WEST BENGAL,713103,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-7173496-9378741,Shipped,Amazon,Amazon.in,Expedited,1,459,KHARAGPUR,WEST BENGAL,721302,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-4354393-2596331,Shipped,Amazon,Amazon.in,Expedited,1,544,Navnagar BAGALKOT,KARNATAKA,587103,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-3274341-9099545,Shipped,Amazon,Amazon.in,Expedited,1,764,JAIPUR,RAJASTHAN,302029,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-1387136-3004304,Shipped,Amazon,Amazon.in,Expedited,1,471,Miyapur,TELANGANA,500049,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-1018945-4993113,Shipped,Amazon,Amazon.in,Expedited,1,459,PATAN,CHHATTISGARH,491111,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-5854527-2830718,Shipped,Amazon,Amazon.in,Expedited,1,709,KRISHNAGIRI,TAMIL NADU,635001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-3432874-3616302,Shipped,Amazon,Amazon.in,Expedited,1,487,VARAM,KERALA,670594,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-3509344-2414730,Shipped,Amazon,Amazon.in,Expedited,1,771,BOKARO STEEL CITY,JHARKHAND,827004,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-5153729-8306746,Shipped,Amazon,Amazon.in,Expedited,1,459,RATTI INDUSTRIAL AREA,HIMACHAL PRADESH,175008,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-6648640-7734752,Shipped,Amazon,Amazon.in,Expedited,1,469,Kothamangalam,KERALA,686666,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-5084768-1793166,Shipped,Amazon,Amazon.in,Expedited,1,469,VELLORE,TAMIL NADU,632006,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-9734812-3427533,Shipped,Amazon,Amazon.in,Expedited,1,529,COIMBATORE,TAMIL NADU,641035,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-1759200-0844346,Shipped,Amazon,Amazon.in,Expedited,1,331,VISAKHAPATNAM,ANDHRA PRADESH,530013,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-5259323-4706719,Shipped,Amazon,Amazon.in,Expedited,1,517,VADODARA,Gujarat,391410,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-6658989-3113914,Shipped,Amazon,Amazon.in,Expedited,1,568,NAGAON,ASSAM,782001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-4111304-2344345,Shipped,Amazon,Amazon.in,Expedited,1,469,Near Laurel's international school,MADHYA PRADESH,452001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-7867691-5501132,Shipped,Amazon,Amazon.in,Expedited,1,517,BICHOLIM,Goa,403529,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-3238223-6717120,Shipped,Amazon,Amazon.in,Expedited,1,318,MYSURU,KARNATAKA,570015,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-0485333-7397937,Shipped,Amazon,Amazon.in,Expedited,1,771,FAZILKA,PUNJAB,152123,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-2295646-1717902,Shipped,Amazon,Amazon.in,Expedited,1,301,Haldwani,UTTARAKHAND,263139,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-3595778-6191535,Shipped,Amazon,Amazon.in,Expedited,1,345,PATNA,BIHAR,800008,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-9262735-7783511,Shipped,Amazon,Amazon.in,Expedited,1,487,Mohali,PUNJAB,160055,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-2578962-2428322,Shipped,Amazon,Amazon.in,Expedited,1,487,JUNAGADH,Gujarat,362001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-6505656-8767520,Shipped,Amazon,Amazon.in,Expedited,1,635,"RANGAREDDY District,Hyderabad",ANDHRA PRADESH,500083,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-6330057-0099549,Shipped,Amazon,Amazon.in,Expedited,1,345,FARIDABAD,HARYANA,121002,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-0271751-8299571,Shipped,Amazon,Amazon.in,Expedited,1,487,DOHRIGHAT,UTTAR PRADESH,275303,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-3480032-4609124,Shipped,Amazon,Amazon.in,Expedited,1,529,LUCKNOW,UTTAR PRADESH,226010,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
404-5439261-2901911,Shipped,Amazon,Amazon.in,Expedited,1,345,Salem,TAMIL NADU,636112,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-8327805-3213133,Shipped,Amazon,Amazon.in,Expedited,1,665,Ponda,Goa,403115,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-4267162-4768315,Shipped,Amazon,Amazon.in,Expedited,1,798,"Selaiyur, Chennai",TAMIL NADU,600073,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-3540219-8141954,Shipped,Amazon,Amazon.in,Expedited,1,603,Ahmedabad,Gujarat,382480,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-9850887-5551558,Shipped,Amazon,Amazon.in,Expedited,1,487,DEHRADUN,UTTARAKHAND,248008,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-6759195-3439548,Shipped,Amazon,Amazon.in,Expedited,1,749,CUTTACK,ODISHA,754204,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-4652005-8206735,Shipped,Amazon,Amazon.in,Expedited,1,764,GURUGRAM,HARYANA,122017,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-3946384-3743541,Shipped,Amazon,Amazon.in,Expedited,1,736,GURUGRAM,HARYANA,122003,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-5194114-3378711,Shipped,Amazon,Amazon.in,Expedited,1,749,LUCKNOW,UTTAR PRADESH,226002,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-8130019-0038729,Shipped,Amazon,Amazon.in,Expedited,1,487,GUNTAKAL,ANDHRA PRADESH,515801,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-2848164-7870714,Shipped,Amazon,Amazon.in,Expedited,1,568,ARRAH,BIHAR,802301,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
404-2393938-7170753,Shipped,Amazon,Amazon.in,Expedited,1,1099,OOTY,TAMIL NADU,643001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-0455883-9880345,Shipped,Amazon,Amazon.in,Expedited,1,449,MADURANTHAKAM,TAMIL NADU,603306,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-6563751-1577142,Shipped,Amazon,Amazon.in,Expedited,1,383,RAIPUR,CHHATTISGARH,492001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-1940183-2732357,Shipped,Amazon,Amazon.in,Expedited,1,301,VISAKHAPATNAM,ANDHRA PRADESH,530013,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-9276929-3361932,Shipped,Amazon,Amazon.in,Expedited,1,967,SURYAPET,TELANGANA,508213,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-3228180-0284350,Shipped,Amazon,Amazon.in,Expedited,1,517,NOIDA,UTTAR PRADESH,201301,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-6721762-3437937,Shipped,Amazon,Amazon.in,Expedited,1,574,Tirunelveli,TAMIL NADU,627358,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-5417625-3188363,Shipped,Amazon,Amazon.in,Expedited,1,301,DHANBAD,JHARKHAND,828130,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-8144052-8921940,Shipped,Amazon,Amazon.in,Expedited,1,777,JAIPUR,RAJASTHAN,302016,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-1879951-7689923,Shipped,Amazon,Amazon.in,Expedited,1,471,MADHURAWADA,ANDHRA PRADESH,530041,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-7449628-5801115,Shipped,Amazon,Amazon.in,Expedited,1,709,Ottapalam,KERALA,679103,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-0627714-7456314,Shipped,Amazon,Amazon.in,Expedited,1,487,COIMBATORE,TAMIL NADU,641023,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-7667147-0633123,Shipped,Amazon,Amazon.in,Expedited,1,487,Agra,UTTAR PRADESH,282004,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-5021570-1685964,Shipped,Amazon,Amazon.in,Expedited,1,1099,BHARATPUR,RAJASTHAN,321001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-0005233-3010773,Shipped,Amazon,Amazon.in,Expedited,1,709,GURUGRAM,HARYANA,122011,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
404-2972470-2975551,Shipped,Amazon,Amazon.in,Expedited,1,852,FARIDABAD,HARYANA,121009,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-1046521-8609124,Shipped,Amazon,Amazon.in,Expedited,1,301,JAUNPUR,UTTAR PRADESH,222002,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-3260873-0076311,Shipped,Amazon,Amazon.in,Expedited,1,771,KUMARANELLUR,KERALA,680590,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-0428561-6773903,Shipped,Amazon,Amazon.in,Expedited,1,471,Ahmedabad,Gujarat,382115,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
404-2296555-8462710,Shipped,Amazon,Amazon.in,Expedited,1,764,Ahmedabad,Gujarat,380005,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-0731042-4098753,Shipped,Amazon,Amazon.in,Expedited,1,348,COIMBATORE,TAMIL NADU,641049,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-5453156-3621157,Shipped,Amazon,Amazon.in,Expedited,1,517,KOLKATA,WEST BENGAL,700054,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
404-9222985-6360344,Shipped,Amazon,Amazon.in,Expedited,1,345,DEHRADUN,UTTARAKHAND,248001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-5520404-3609121,Shipped,Amazon,Amazon.in,Expedited,1,459,KADAPA,ANDHRA PRADESH,516001,FALSE,16 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-3014405-4587505,Shipped,Amazon,Amazon.in,Expedited,1,301,Greater Noida West,UTTAR PRADESH,201306,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-3014405-4587505,Shipped,Amazon,Amazon.in,Expedited,1,301,Greater Noida West,UTTAR PRADESH,201306,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-5564079-4907503,Shipped,Amazon,Amazon.in,Expedited,1,655,NAGERCOIL,TAMIL NADU,629002,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-5061736-0444349,Shipped,Amazon,Amazon.in,Expedited,1,517,KOLKATA,WEST BENGAL,700105,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-2003005-7609101,Shipped,Amazon,Amazon.in,Expedited,1,359,GURUGRAM,HARYANA,122017,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-0687241-1294744,Shipped,Amazon,Amazon.in,Expedited,1,517,JABALPUR,MADHYA PRADESH,482001,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-2343634-5283526,Shipped,Amazon,Amazon.in,Expedited,1,764,MAYILADUTHURAI,TAMIL NADU,609001,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-2343634-5283526,Shipped,Amazon,Amazon.in,Expedited,1,798,MAYILADUTHURAI,TAMIL NADU,609001,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-2147647-2217902,Shipped,Amazon,Amazon.in,Expedited,1,431,THIRUVANANTHAPURAM,KERALA,695005,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-4175959-3373142,Shipped,Amazon,Amazon.in,Expedited,1,764,MEDAK,TELANGANA,502032,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-2789122-6671518,Shipped,Amazon,Amazon.in,Expedited,1,545,PHILLAUR,PUNJAB,144410,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-0320936-4884334,Shipped,Amazon,Amazon.in,Expedited,1,771,KOLKATA,WEST BENGAL,700053,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-7784697-9228360,Shipped,Amazon,Amazon.in,Expedited,1,432,KOLKATA,WEST BENGAL,700070,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-1519344-9016331,Shipped,Amazon,Amazon.in,Expedited,1,479,TIRUPATI,ANDHRA PRADESH,517503,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-9878230-9741147,Shipped,Amazon,Amazon.in,Expedited,1,487,BILASPUR,CHHATTISGARH,495001,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-5002086-8697933,Shipped,Amazon,Amazon.in,Expedited,1,487,NAGARKURNOOL,TELANGANA,509209,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-3155850-6749159,Shipped,Amazon,Amazon.in,Expedited,1,368,CHENNAI600031,TAMIL NADU,600031,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-8831875-2453153,Shipped,Amazon,Amazon.in,Expedited,1,1099,BHOPAL,MADHYA PRADESH,462022,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-4913852-8920350,Shipped,Amazon,Amazon.in,Expedited,1,487,Kallakurichi,TAMIL NADU,606202,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-1114104-5929965,Shipped,Amazon,Amazon.in,Expedited,1,383,BIJNOR,UTTAR PRADESH,246701,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-6471229-2709930,Shipped,Amazon,Amazon.in,Expedited,1,798,KOLLANCODE,TAMIL NADU,629160,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-8166286-4239514,Shipped,Amazon,Amazon.in,Expedited,1,301,NOIDA,UTTAR PRADESH,201305,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-3772340-1640319,Shipped,Amazon,Amazon.in,Expedited,1,301,NOIDA,UTTAR PRADESH,201305,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-4955416-0418733,Shipped,Amazon,Amazon.in,Expedited,1,635,BOLPUR,WEST BENGAL,731235,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-1049475-3611523,Shipped,Amazon,Amazon.in,Expedited,1,459,,,,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-0790944-8222723,Shipped,Amazon,Amazon.in,Expedited,1,599,JALANDHAR,PUNJAB,144001,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-1338530-3899558,Shipped,Amazon,Amazon.in,Expedited,1,487,Ahmedabad,Gujarat,380058,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-1338530-3899558,Shipped,Amazon,Amazon.in,Expedited,1,459,Ahmedabad,Gujarat,380058,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-7615207-2013958,Shipped,Amazon,Amazon.in,Expedited,1,587,VENGATHUR,TAMIL NADU,602002,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-3454439-8209913,Shipped,Amazon,Amazon.in,Expedited,1,333,TIRUCHIRAPPALLI,TAMIL NADU,621218,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-3454439-8209913,Shipped,Amazon,Amazon.in,Expedited,1,301,TIRUCHIRAPPALLI,TAMIL NADU,621218,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-3078152-5286722,Shipped,Amazon,Amazon.in,Expedited,1,1099,HOWRAH,WEST BENGAL,711101,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-0247201-3354771,Shipped,Amazon,Amazon.in,Expedited,1,517,BHOPAL,MADHYA PRADESH,462043,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-0956123-5840324,Shipped,Amazon,Amazon.in,Expedited,1,544,VISAKHAPATNAM,ANDHRA PRADESH,530026,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-4686322-5946760,Shipped,Amazon,Amazon.in,Expedited,1,836,BALANGIR,ODISHA,767001,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
406-6777765-3713932,Shipped,Amazon,Amazon.in,Expedited,1,526,Ahmedabad,Gujarat,382340,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-6592748-6610755,Shipped,Amazon,Amazon.in,Expedited,1,709,SAMBALPUR,ODISHA,768003,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-2155277-6564328,Shipped,Amazon,Amazon.in,Expedited,1,523,NARASARAOPET,ANDHRA PRADESH,522601,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
171-4349239-4624344,Shipped,Amazon,Amazon.in,Expedited,1,524,MARGAO,Goa,403601,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
403-5694939-0227515,Shipped,Amazon,Amazon.in,Expedited,1,612,MAUNATH BHANJAN,UTTAR PRADESH,275102,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
408-9528869-1023531,Shipped,Amazon,Amazon.in,Expedited,1,476,VISAKHAPATNAM,ANDHRA PRADESH,530007,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-8845784-1088308,Shipped,Amazon,Amazon.in,Expedited,1,517,LUCKNOW,UTTAR PRADESH,226003,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-9350519-1174722,Shipped,Amazon,Amazon.in,Expedited,1,435,VADODARA,Gujarat,390019,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
402-9741138-4487524,Shipped,Amazon,Amazon.in,Expedited,1,487,KANHANGAD,KERALA,671531,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
405-1215237-4597144,Shipped,Amazon,Amazon.in,Expedited,1,517,CUTTACK,ODISHA,753012,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
407-6992063-3744312,Shipped,Amazon,Amazon.in,Expedited,1,382,LUCKNOW,UTTAR PRADESH,226021,FALSE,20 May 2022,May,2022,May 2022,21,8014,No Surge,kurta
